"source_file","section_header","control_id","control_description","supplemental_guidance","miscellaneous","extraction_source","purpose","scope","applicability"
"Privacy_PII_Handling_Policy_POL-PII-2026-012.docx","Appendix F - Revision History","PII04.002","Added third-party oversight control (PII04.002). Updated breach timelines for OMB M-17-12 alignment. 1.0 01/15/2026 C. Rivera, Privacy Officer Initial release. Implements Privacy Act, OMB A-130, and NIST SP 800-122.","","","Table","This policy establishes the requirements for collecting, processing, storing, transmitting, and disposing of personally identifiable information (PII) across all organizational systems and operations. It implements the Privacy Act of 1974, OMB Circular A-130 Appendix II, and NIST SP 800-122 requirements for federal PII protection. For the NIST PII definition and categorization framework, see NIST SP 800-122 Guide to Protecting PII. For OMB privacy policy requirements applicable to federal agencies, see OMB Circular A-130 Managing Federal Information Resources.","","This policy applies to all systems, programs, and operations that collect or use PII from members of the public, employees, contractors, or other individuals. It applies to all personnel with access to or responsibility for systems processing PII. Third-party processors handling PII on behalf of the organization are bound by contractual privacy requirements and are subject to annual assessment per PII04.002. This policy covers PII in all formats: digital records, physical documents, audio/video recordings, and biometric data. Systems of Records subject to the Privacy Act are identified in the System of Records Notice (SORN) inventory maintained by the Privacy Officer."
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC01.001","ACC01.001 User Account Provisioning AC-2 CIS 5.1 AC-2 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC01.002","ACC01.002 Privileged Account Mgmt AC-6 CIS 5.4 AC-6 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC02.001","ACC02.001 Remote Access Controls AC-17 CIS 12.7 AC-17 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC02.002","ACC02.002 Wireless Access AC-18 CIS 12.6 AC-18 (Mod) Access Control Policy Partial","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC03.001","ACC03.001 Session Lock AC-11 CIS 4.3 AC-11 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC03.002","ACC03.002 Session Termination AC-12 CIS 4.3 AC-12 (High) Access Control Policy Not Impl","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","SAR01.001","SAR01.001 RBAC for CUI AC-3 CIS 6.8 AC-3 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","SAR01.002","SAR01.002 CUI Access Logging AC-4, AU-3 CIS 8.5 AU-3 (Mod) Access Control Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","SAR02.001","SAR02.001 External CUI Connections AC-4 CIS 13.4 AC-4 (High) Access Control Policy Implemented Org Control Control Title NIST 800-53 CIS v8 FedRAMP Parent Policy Status","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP10.001","IRP10.001 IR Plan Maintenance IR-1 CIS 17.1 IR-1 (Mod) Incident Response Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP10.002","IRP10.002 IR Training IR-2 CIS 17.2 IR-2 (Mod) Incident Response Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP11.001","IRP11.001 IR Testing IR-3 CIS 17.4 IR-3 (Mod) Incident Response Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP11.002","IRP11.002 Automated Detection IR-4 CIS 17.3 IR-4 (Mod) Incident Response Policy Partial","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP12.001","IRP12.001 Incident Reporting IR-6 CIS 17.6 IR-6 (Mod) Incident Response Policy Implemented Org Control Control Title NIST 800-53 CIS v8 FedRAMP Parent Policy Status","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG01.001","CFG01.001 Baseline Development CM-2 CIS 4.1 CM-2 (Mod) Config Mgmt Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG01.002","CFG01.002 Baseline Review CM-2(1) CIS 4.2 CM-2(1) (Mod) Config Mgmt Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG02.001","CFG02.001 Change Control CM-3 CIS 4.8 CM-3 (Mod) Config Mgmt Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG02.002","CFG02.002 Change Impact Analysis CM-4 CIS 4.8 CM-4 (Mod) Config Mgmt Policy Partial","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG03.001","CFG03.001 Config Scanning CM-6 CIS 4.1 CM-6 (Mod) Config Mgmt Policy Implemented","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG03.002","CFG03.002 Drift Detection CM-3(5) CIS 4.3 CM-3(5) (High) Config Mgmt Policy Not Impl","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG04.001","CFG04.001 Software Inventory CM-7 CIS 2.1 CM-7 (Mod) Config Mgmt Policy Partial","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG04.002","CFG04.002 App Whitelisting CM-7(5) CIS 2.6 CM-7(5) (High) Config Mgmt Policy Not Impl Org Control Inheritance Type Provider Provider Control Validation Method","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","ACC01.001","ACC01.001 Hybrid Microsoft Azure Gov Azure AD provisioning Annual SSP review","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG01.001","CFG01.001 Hybrid Microsoft Azure Gov Azure Policy baselines Quarterly scan comparison","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","IRP11.002","IRP11.002 Shared Microsoft Azure Gov Azure Sentinel alerts Monthly detection coverage review","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"RMF_Compliance_Mapping_POL-RMF-2026-010.docx","Revision History","CFG03.001","CFG03.001 Hybrid Microsoft Defender Defender vulnerability scanning Weekly scan report review Term Definition Control Inheritance The practice of relying on security controls implemented by a shared service provider (e.g., cloud IaaS) rather than implementing them independently. Hybrid Control A control where responsibility is shared between the organization and a service provider. Both parties must implement their portion. FedRAMP Federal Risk and Authorization Management Program. A government-wide program that provides a standardized approach to security assessment for cloud products and services. STIG Security Technical Implementation Guide. Configuration standards published by DISA for hardening information systems. CIS Benchmark Configuration guidelines published by the Center for Internet Security for securing operating systems, applications, and network devices. POA&M Plan of Action and Milestones. A document that identifies tasks needing accomplishment to resolve security weaknesses. SSP System Security Plan. A formal document that describes the security controls in place or planned for an information system. ATO Authorization to Operate. A formal declaration by a designated authority that an information system is authorized for operation. Version Date Changes 2.0 03/10/2026 Added Appendix D (Inheritance Matrix). Updated all crosswalks for FY2026 baseline review. 1.5 09/15/2025 Added CIS v8 mappings. Corrected FedRAMP baseline levels. 1.0 03/01/2025 Initial release.","","","Table","This document provides the compliance mapping between organizational controls and external regulatory frameworks. It serves as the authoritative crosswalk for audit preparation, continuous monitoring, and control inheritance documentation.","This mapping covers all controls defined in the organizational control catalog. For the complete control descriptions, refer to the individual policy documents (Access Control Policy, Incident Response Policy, Configuration Management Policy, etc.). This document maps controls only; it does not define requirements.",""
"Risk_Management_Policy_POL-RM-2026-009.docx","Scope","RMP04.001","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation.","","","Text","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Controls","RMP03.001","Controls are organized by risk management function. For the risk register template, see Appendix C. For POA&M procedures, see Appendix E and RMP03.001.","","","Text","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP01.001","RMP01.001 Risk Assessment Frequency Formal risk assessments shall be conducted annually and upon significant changes to systems or threat environment. See Appendix A for the risk assessment methodology. RA-3 Implemented ISSO","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP01.002","RMP01.002 Threat Identification The organization shall identify and document threats using current intelligence sources including CISA AIS and MS-ISAC. Appendix B documents all active threat intelligence sources. RA-3(1) Implemented Threat Intel","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP02.001","RMP02.001 Risk Register Maintenance A risk register shall be maintained and reviewed quarterly by the CISO. The register template is in Appendix C. Risk entries shall be linked to the controls in the relevant policy. PM-9 Implemented CISO","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP02.002","RMP02.002 Risk Acceptance Process Risks accepted rather than mitigated require documented ISSM and AO approval. Acceptance documentation format is in Appendix D. Accepted risks shall not exceed 18 months without re-evaluation. PM-9 Implemented AO","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP03.001","RMP03.001 POA&M Management Plan of Action and Milestones (POA&M) items shall be created for all findings from assessments, audits, and incident after-action reviews. POA&M tracking template is in Appendix E. CA-5 Implemented ISSO","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP03.002","RMP03.002 Residual Risk Review After control implementation, residual risk shall be documented and reviewed by the ISSM before system authorization. See the System Authorization Policy for ATO requirements. RA-3 Implemented ISSM","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP04.001","RMP04.001 Third-Party Risk Assessment Third-party service providers handling CUI shall undergo risk assessment prior to contract award and annually thereafter. Assessment criteria are in Appendix F. SR-3 Partially Implemented Procurement","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
"Risk_Management_Policy_POL-RM-2026-009.docx","Appendix G - Revision History","RMP04.002","RMP04.002 Supply Chain Risk Management","","","Table","This policy establishes the risk management requirements for all information systems and organizational operations. It defines the processes for identifying, assessing, accepting, and mitigating risks to organizational information assets. This policy implements NIST RMF requirements and supports continuous ATO maintenance. For the NIST Risk Management Framework overview, see NIST RMF Quick Start Guide.","Third-party risk assessments shall evaluate: (1) Data access scope (CUI categories handled), (2) Security documentation (FedRAMP authorization, SOC 2 Type II, CMMC level), (3) Incident history, (4) Subcontractor reliance, (5) Data residency and jurisdiction, (6) Contractual security requirements and right-to-audit clauses. For current third-party assessment status, see the vendor risk register maintained by Procurement. FedRAMP marketplace verification: FedRAMP Marketplace.","This policy applies to all organizational systems regardless of impact level. It applies to all personnel with system ownership, security, or authorization responsibilities. Third-party providers handling CUI are subject to the risk assessment requirements in RMP04.001. For FedRAMP-specific risk management requirements applicable to cloud service providers, refer to the Cloud Security Policy and FedRAMP Risk Management documentation."
